Станция,Номер линии,Линия,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
Дмитровская,17,СЕРПУХОВ-ТИМИРЯЗ,12191,16718,15067,18769,9517,1486,3975,1141,16255,4396,4161,18745,8099,5108,4373,16872,4351,15885,17186,4777,3360,4246,10654,6930,7719,9146,8246,4465,3678,3330,10047,15842,15764,19712,4845,7583,3658,5045,12716,7688,11506,17864,13718,9531,1545,5671,13560,11821,16174,11784,5114,14415,17890,2435,7789,3450,18159,4995,17920,14866,15855,7046,12766,3964,11668,9017,19604,3575,5286,6505,15346,3107,2119,7184,1425,5813,4401,9513,10758,2931,19537,8263,13913,10350,12625,3743,18867,5189,3270,8026,9166,7639.16505052645
Савёловская СТЛ,17,СЕРПУХОВ-ТИМИРЯЗ,10428,10016,14157,14503,5882,5808,14019,1353,10603,1749,16103,18426,6086,19529,7436,17999,13681,7487,12997,8577,11306,18402,13225,15196,5269,12950,7742,16635,8394,14591,3407,4411,9384,19856,6256,4204,4604,7415,17722,8438,3145,11882,7692,8450,12364,8668,19341,17914,6404,15658,17607,11373,16143,2659,14555,8760,11883,5144,17550,12500,8498,8539,14573,9357,2565,13530,12030,18763,13734,1644,7434,2034,10372,11755,14034,19286,2255,14770,14265,14893,13874,17394,1944,3128,12242,10198,2740,10270,6527,4227,10430,12711.732881346927
Менделеевская,17,СЕРПУХОВ-ТИМИРЯЗ,8516,6415,11154,6120,5189,8300,18450,11629,16124,6581,2348,2353,15064,19860,3817,2006,11880,7001,16694,1429,10855,7638,15417,11621,4895,12132,4589,11354,7051,15994,13419,19546,2383,8381,17409,11977,1960,16586,11385,3019,5218,14085,2082,9367,18061,18622,17796,17977,9478,9652,19714,13735,7504,9669,10207,11460,14043,11189,13838,5613,17113,16547,15442,5103,16371,15218,6472,2416,11034,16447,6277,1158,3599,1123,2964,5664,5176,6078,16458,7366,8873,1692,14296,19772,12988,2792,14694,17788,8939,15287,8531,12671.608903654265
Цветной Бульвар,17,СЕРПУХОВ-ТИМИРЯЗ,17857,3956,14847,8437,1824,13003,14065,4274,9466,19639,2054,3456,5007,19927,2002,1887,3632,9219,16570,5167,8047,12558,18383,7202,8538,10051,11577,19147,8976,9652,13668,10296,5458,11543,12420,17504,3753,15280,19550,18287,17076,1714,13565,2595,13768,19072,4348,3218,3414,19265,4975,7277,7620,7506,3391,3686,15701,6610,15331,9557,17970,15625,6512,16831,9417,10613,17919,10686,4769,5358,17938,10473,19148,17381,1328,17144,19703,17032,12654,5192,17180,2887,5396,10803,9414,18547,4828,6173,18567,18032,13597,6447.863354403389
Чеховская,17,СЕРПУХОВ-ТИМИРЯЗ,4234,17737,19464,16555,4384,4391,15469,12266,19373,15635,15869,9024,13791,11628,14833,6718,16223,12637,14913,14966,3323,14227,2442,18522,10713,18205,12123,1561,11746,4713,15272,5190,18937,8925,11585,1872,7107,17584,5755,14332,14502,3239,9919,6880,7727,9018,16117,1910,13175,15334,8577,7541,2925,1148,1293,19786,7617,5917,18452,2878,1263,1182,13986,2120,7593,3519,5962,18092,7427,12264,18873,1776,2971,9109,16908,13017,14129,15336,7068,4247,12138,3295,6614,5524,14068,2831,18556,3082,14260,7845,13478,8626.523438962842
Боровицкая,17,СЕРПУХОВ-ТИМИРЯЗ,18811,9506,7462,13436,18599,17732,1990,13927,11811,15073,2770,11971,5388,5050,2061,9313,18970,9660,15914,5208,8505,12992,5467,15750,1754,9431,5881,7533,18448,4412,14233,7852,18559,7683,8235,5594,15043,10735,13173,10395,8010,1313,5993,8659,18333,17150,8095,17376,13056,13418,8333,11695,13525,19109,6015,1596,10373,18148,9562,18766,13070,17553,18725,14645,15842,6081,10882,7458,4342,15142,18501,2345,8562,9366,18569,10875,10189,2909,13681,15569,4727,7828,8359,11778,5009,15978,4163,2446,18705,3235,13793,6682.942558571922
Полянка,17,СЕРПУХОВ-ТИМИРЯЗ,18074,8637,14538,15329,8627,7346,7627,11010,15804,11024,7440,15255,8482,13668,10815,16628,14263,1925,9090,17615,4425,8824,5866,3445,10219,1361,13847,8989,15890,9480,17912,19868,9455,17686,2426,5701,11616,17713,4697,3519,19456,2485,17508,1564,9146,11212,2688,8853,13637,5882,8243,13554,13345,16676,2896,12506,15613,16360,5887,13621,1177,7600,12853,12182,5570,2849,17055,16510,2877,9176,15671,3100,11480,18139,4963,17798,17667,16272,1917,2204,3787,12168,11353,12604,14929,4594,18222,8037,12720,9806,4749,4836.79698939529
Серпуховская,17,СЕРПУХОВ-ТИМИРЯЗ,4954,19527,9021,12420,8730,4049,19688,14112,16265,2818,18170,11324,10881,15593,19970,8824,17826,13522,7960,10061,9125,19887,17637,9000,6776,7383,5466,8795,14691,11501,9533,2204,18028,8305,7190,1719,10147,18150,19682,14390,15120,3532,1725,9654,15335,8511,2382,1807,4616,4319,5045,19556,5358,17192,18026,5971,5893,3570,10181,10254,4880,13830,14850,10899,3224,15485,2991,16219,10569,6091,16519,13838,10258,11465,8870,12003,10169,11335,5202,6965,13165,3832,8967,16404,3975,5321,18402,1414,18779,15714,2423,8757.75935931383
Тульская,17,СЕРПУХОВ-ТИМИРЯЗ,16225,9458,3422,7308,11002,3832,5849,11662,7364,8035,15623,9936,7713,16747,9631,14188,13059,6044,6012,11068,6488,10258,18992,1508,10814,13935,2464,17517,16421,13474,17260,18833,18868,2199,15837,3233,4712,9366,7205,6004,9004,7051,6395,19755,16917,17770,6200,6857,13553,4644,8170,18984,9297,5092,6409,9648,7063,2103,10900,19607,13673,7454,1864,3523,4045,11517,3446,5086,19425,5798,18025,10052,10020,4920,13641,7972,4404,3864,8011,8344,5950,15050,7919,2547,7928,12348,6814,5369,5824,3498,6864,7196.796297014849
Нагатинская,17,СЕРПУХОВ-ТИМИРЯЗ,2533,4821,7443,14239,12824,10021,2811,2115,12088,17596,14494,8517,14226,6279,8953,17874,3945,10140,16398,5044,10900,2515,18422,5191,7284,17354,7900,8157,10299,5522,5247,7311,19771,10506,3062,4591,2358,4706,19302,12337,17869,8400,17563,17169,19127,18459,16542,17403,16654,2331,8697,18273,2169,6987,19654,13811,15217,1044,11049,19526,18327,17684,16704,6781,10312,19705,2485,2946,8407,16284,10625,8731,17047,11946,11261,8215,19249,10252,17100,13646,8919,19564,14382,4240,1640,16122,13776,15781,1918,18326,7498,12166.08959776687
Нагорная,17,СЕРПУХОВ-ТИМИРЯЗ,2381,19505,15114,10884,13232,19243,13423,15670,15885,16036,8142,11621,15627,2403,6579,2022,19882,14354,6250,17533,7839,4573,7848,19922,12449,4970,13335,1061,9348,14931,13822,11453,16021,3266,5113,7142,7331,12085,13517,12876,7735,16829,18496,13450,6545,10133,6088,12094,7412,7681,15071,8146,19214,4090,4978,2658,1562,10174,7467,19268,14048,11083,3868,15223,2264,3014,3520,5990,17244,5236,4305,18104,12958,3119,8546,1558,1578,17504,3306,7851,10426,13820,2938,8225,8403,3604,6651,7925,10688,6563,1906,4893.227147535409
Нахимовский проспект,17,СЕРПУХОВ-ТИМИРЯЗ,8755,12863,4495,18050,17052,10722,14535,17373,16431,4489,2737,4373,15147,18891,6395,8481,11745,2079,1671,4463,15186,17124,4440,18655,8356,3622,17227,11358,17897,6508,19615,17476,1108,13432,1133,4723,14598,8254,11239,15544,10646,3064,1712,19963,3400,13864,9780,2664,1085,11534,15145,10204,7368,14413,4621,4468,2112,2340,6794,12535,5280,5271,6953,1311,16061,19782,1901,16904,11241,2800,17982,2505,1522,3977,8638,7835,8308,13893,9342,2241,19534,7803,9301,4786,4708,12106,17811,18382,14186,18231,8381,7226.841096309775
Севастопольская,17,СЕРПУХОВ-ТИМИРЯЗ,3787,7709,16061,15890,19643,15831,3630,18062,13981,10953,8932,10091,3750,3775,7569,6528,3739,14347,14633,2286,6273,7033,11937,12512,1893,12466,15668,2785,16526,2030,4189,12862,14171,10700,4589,17222,16702,7783,14122,15930,16035,12062,19436,16547,8559,4831,1053,19256,3975,16363,18686,14859,11916,13890,15369,5103,17552,10578,13090,19969,8601,7607,4016,12578,4935,7807,17932,16896,15197,8233,14318,5547,5493,4899,16627,13374,1753,1526,13723,6275,1164,6638,9045,2897,6173,6899,19012,4134,11843,17495,13625,18467.573511598668
Чертановская,17,СЕРПУХОВ-ТИМИРЯЗ,11480,6491,14038,5758,12466,10304,1535,9867,1228,3949,14477,5053,9864,16451,6542,12547,12380,11892,9544,16508,8056,3820,14046,19306,17392,4273,13253,7573,5955,3676,18156,13289,1741,17138,1705,3261,7419,16991,16007,5933,8973,12048,1705,14027,9339,12135,12540,11563,7984,1600,6484,14750,10014,7775,15577,18622,9887,19226,4240,9786,3719,4923,11844,18965,3099,8231,4949,13764,7889,9274,7775,12102,5685,3474,7199,2337,12575,17549,17140,3215,6315,11058,7562,6889,7486,5695,2289,2030,15849,6683,10569,10433.589912826694
Южная,17,СЕРПУХОВ-ТИМИРЯЗ,7203,3568,14760,12699,5488,6176,16917,3261,12792,2110,16300,13039,14773,9871,19218,1569,1604,2451,4481,1946,12810,12924,2639,11851,14561,14617,9289,10718,8819,2311,12973,16419,2884,4879,11605,3807,19145,15376,3933,19606,10575,15400,12530,15812,3117,8703,17931,12569,11191,18971,15358,5697,5771,19587,12019,16457,1973,16222,8874,19868,12845,12900,11029,12466,11980,13249,15352,16449,3520,14669,7013,10879,18042,19568,8206,9795,15134,19433,18645,19845,19196,7691,10064,4927,18487,18133,5032,11256,15070,4248,15782,17231.275896283343
Пражская,17,СЕРПУХОВ-ТИМИРЯЗ,3672,4873,17358,8902,2331,19705,15970,15178,2207,12717,1493,3251,5900,10792,7461,16226,10859,7526,5901,15142,19623,4181,14430,1432,12142,10543,9612,12760,9293,10621,14410,7001,11344,9694,4965,10947,12222,17473,18013,12648,16076,18020,19344,5336,18915,19462,14713,19334,19986,17776,15179,12627,7320,3216,1134,9165,13341,6442,6305,14629,14937,1906,1673,9076,13103,9225,6497,12096,9919,3067,4900,19497,1341,11894,15966,10840,12829,13316,9138,13195,7024,1546,7087,6375,3192,11955,17862,3039,2085,14568,14043,18540.90931917938
Чкаловская,18,ЛЮБЛИНСКАЯ,8771,2482,13067,18415,10955,3977,12006,6151,10679,15468,2839,4730,1631,1176,2084,10168,1692,13144,11140,11175,6284,8705,1857,3443,5575,9740,15090,11749,4980,13964,19935,19340,10072,19492,15574,2671,17443,3402,11069,18883,5510,12339,16321,8015,8281,6301,8917,13537,7819,15344,16369,18711,18428,5880,5816,9946,17127,8343,7331,2658,3314,8529,18399,5979,16636,7857,5995,6593,9597,17685,15715,6064,3837,19367,15543,14493,7544,17097,19223,15564,7728,14817,4667,16304,10690,18008,5115,5293,13340,10866,15221,5335.691484951036
Римская,18,ЛЮБЛИНСКАЯ,10238,18980,13190,5537,14380,5223,5086,19227,2054,15775,1595,5318,4040,1510,4663,7582,3895,17849,4111,9248,12379,8836,18642,1769,14810,10094,6498,2245,8951,10186,9199,8047,7370,16917,14358,15417,13885,16491,5853,12985,18828,1104,7202,17087,19014,17767,1822,18840,3832,10101,15010,2878,13031,15200,2186,8111,12772,13534,16566,8298,2840,8819,6085,5123,14048,16321,9937,11971,4030,19298,6215,16573,9031,2647,14680,17711,7751,18107,14573,16449,7459,11169,19995,3690,3652,9847,4769,6620,5046,14421,8269,7693.574994074638
Крест. застава,18,ЛЮБЛИНСКАЯ,17180,12966,15727,12997,11110,10519,7371,6781,19724,13247,18411,9307,9892,5682,11246,19503,10744,19133,12211,19466,14729,3769,2554,13922,4609,12170,13936,8054,1063,3541,8182,5975,13273,1628,10186,19191,18340,12692,8058,6841,5299,8442,7285,4399,13646,7770,11583,13548,8682,12626,19416,14951,9834,18738,15070,5599,13024,10948,18848,3467,2468,14979,5742,10350,17513,1024,7246,6439,9683,2491,4564,3861,3800,19765,10429,9556,4410,19465,6479,16195,16556,18450,11555,15267,13603,18632,8585,3871,6473,6807,5579,5137.7375024971825
Кожуховская,18,ЛЮБЛИНСКАЯ,3901,6886,1308,19252,7774,6587,15077,18112,5629,13531,19233,6710,6296,13947,7956,4999,4962,9572,12907,16476,15669,11261,10231,5227,6349,2765,5940,19482,1484,5127,12642,4472,14787,18924,17893,3649,16881,6065,8126,9432,16086,7079,7600,1939,10948,19269,5661,18337,12748,18024,16282,8581,6774,5415,14924,6187,6008,4095,12576,11558,9623,2064,11774,13567,3865,15408,8974,14106,14901,3688,8828,14139,5717,17716,14377,5868,9347,14896,16034,18184,9315,7034,11318,12466,19379,19813,18089,6718,6650,7013,15895,9664.925373691089
Печатники,18,ЛЮБЛИНСКАЯ,18333,11251,8426,13922,18230,9032,1888,15129,2940,12840,4179,1797,9355,4454,3527,13137,13082,1650,17548,11117,3291,13159,1080,6293,3053,12610,13434,19158,16550,9836,12405,1108,10445,6063,13596,2556,9767,3487,9403,13264,5412,18149,11390,8173,14945,7981,10536,11136,8867,4056,18681,9302,11872,8035,18447,3994,13426,2464,9952,19842,19377,17789,5718,11730,6999,12839,11292,15646,7316,16956,2096,9101,4689,11432,6039,3032,4987,2921,4089,9205,7303,12354,14656,15230,19180,14465,11728,19341,17533,5374,1143,10295.825777698099
Волжская,18,ЛЮБЛИНСКАЯ,17664,5210,6921,17049,9075,1361,4191,17694,2563,7303,10042,19153,18298,6490,17312,15197,7624,11651,7442,5598,3152,12808,11560,9501,4214,2609,5410,15391,9532,2359,14601,19287,10378,7174,18027,16505,11360,3420,9629,12709,10020,9790,3807,16702,2840,17443,19375,5819,13129,6589,17366,12766,11470,5441,12603,14760,8915,17335,3094,18763,5134,10901,15122,19832,7468,15150,1495,16007,18617,2589,19587,4824,8295,2433,9294,8795,13712,15477,12097,11543,8829,9044,2371,8937,1519,2079,17640,14311,2829,18769,19477,3569.5550291734353
Люблино,18,ЛЮБЛИНСКАЯ,6806,8506,14315,10127,6644,15865,8462,3271,9764,6456,1446,15458,4147,6389,12700,1438,9307,11626,18260,17953,17391,7125,5242,17301,12042,4670,4143,4803,16283,13995,8876,12330,10000,13653,7968,3169,14548,5732,3584,19622,12606,16490,13827,2026,9513,9093,5468,15657,6487,18823,4248,11351,17072,9975,12588,13959,19792,13689,12874,8234,7585,2961,18654,13124,11894,12255,5014,13910,12693,5519,13890,14095,9121,16853,4604,12022,15216,6533,19397,4597,17557,6356,14322,13250,10299,10933,5365,15723,4531,11408,10661,6249.156665563761
Братиславская,18,ЛЮБЛИНСКАЯ,9802,17159,6702,17690,2674,16377,11041,14501,15567,10159,12292,3325,11167,10961,8513,11561,10286,11046,4485,1204,16990,4054,7766,17459,12045,17313,19174,8680,10463,17746,10243,15627,16340,1083,17979,12482,3643,14907,3166,15680,10069,10213,15988,11748,12954,15194,2554,19822,7667,8563,19539,15914,14320,11020,4472,14882,6516,2796,8995,19512,6870,15826,13182,12175,18269,12428,16410,16029,12954,9491,1508,15610,4474,5354,7573,6579,17267,14815,17181,1549,4327,10798,4964,18390,3017,16584,10134,3098,6395,19518,13320,9172.897683101866
Марьино,18,ЛЮБЛИНСКАЯ,13360,18739,1810,11764,18820,8679,7917,5783,9860,11839,8521,14661,7466,14926,5085,16035,3147,14440,9755,18597,10338,12946,19151,13588,1775,3144,2552,11180,15282,3515,8365,15688,1115,10516,4141,13210,3712,1163,11224,10926,8654,4352,14405,12817,12959,15504,1935,10949,9038,17507,19649,19317,3059,3438,2641,2931,2556,3944,13899,3080,14448,8633,13932,8401,6817,17237,4424,5847,7359,4724,8712,18602,2848,8964,5876,19377,1998,12337,10253,16414,17129,14679,18096,4363,12068,6603,6705,6851,14034,3062,10499,13815.594746375087
Стенд,609,КОЛЬЦЕВАЯ,11358,4176,14088,19663,18807,11067,13098,18945,2001,12184,13200,5780,1412,12762,6585,13290,1281,6368,13589,19347,8391,6200,19486,12883,11483,6699,6696,5961,2161,6006,18231,9704,2687,5165,3917,18450,1022,4598,10917,18727,10020,6122,18868,14420,12888,13585,6680,6792,4524,2053,17542,19332,14392,4184,7158,3119,2422,9553,19083,2596,15544,13811,12474,12797,12576,14571,9118,17446,1245,8532,7015,14642,9393,2527,16593,8927,11646,13441,17645,16411,14399,7003,6226,16659,6132,7933,3922,17187,16598,3948,5366,6336.597610766122
Библ. им. Ленина,8,СОКОЛЬНИЧЕСКАЯ,9361,16731,4916,13888,6818,18358,8216,2103,3797,16889,12078,4088,13891,16019,11806,18763,2906,3401,6858,6767,5642,8852,10658,2396,15540,4646,3584,9193,1965,18242,12000,16763,7812,4875,7600,13479,1293,11409,13813,8940,15620,3842,4438,7309,2969,5882,5882,6092,11952,7234,6789,15659,15828,4464,17798,13939,3567,6924,14285,8900,8932,4487,2821,14645,13896,1346,4732,17569,1087,14075,5613,14157,15041,15582,8162,16536,17452,13820,4794,11465,8828,15221,4055,15192,6750,7944,13945,2725,16865,11713,8824,9059.932985388907
Дубровка,18,ЛЮБЛИНСКАЯ,19388,19524,4472,11152,9584,14606,4551,7053,18184,19776,4352,4518,15855,3040,7498,16912,4467,16609,15690,13511,3666,14328,18301,4953,9353,17816,16915,12822,10057,14444,11082,15792,9985,11921,18228,3392,11925,12287,10802,19564,3487,18270,14160,12986,4805,7649,10630,13217,14858,11096,18188,13830,18745,9024,3701,12669,17235,8309,14290,3265,18502,19454,13178,17225,11388,4520,10375,16528,12813,13295,18251,3150,13915,3463,10706,12957,17099,9033,5884,11316,18745,7652,18321,15399,16938,18413,2982,2563,4422,2176,10686,15644.636812592747
Улица Академика Янгеля,17,СЕРПУХОВ-ТИМИРЯЗ,12170,13997,9953,17607,2791,3731,1264,18534,6841,15280,17133,11763,8786,8655,4936,14513,1258,11443,2013,10875,5806,2980,17357,12276,1785,19693,7363,8123,16268,15726,17846,18818,12773,10606,9246,18249,5308,2269,17257,16387,15015,3103,18394,3922,19264,1291,3358,14529,17144,1751,15692,19569,4216,8703,4499,10755,1091,18398,2856,9101,1370,15228,14050,4658,18115,5597,14281,10239,14318,17774,14242,13276,7627,18994,3644,2557,9278,11877,9325,19861,18748,7420,9708,18273,4336,17022,11359,5954,14339,19876,10931,3507.8620533390676
Аннино,17,СЕРПУХОВ-ТИМИРЯЗ,8385,7447,9141,8053,1754,18106,17428,15222,3687,19096,2286,5765,3769,13711,8235,7156,8182,9090,9883,14812,15148,16347,7167,17136,7597,18008,19918,9730,8332,4665,13443,16388,10793,17265,9081,8549,3459,3448,2291,3048,15263,3496,7023,9917,6392,6025,10931,18323,1735,14983,16798,8252,3944,8028,11639,18615,8368,4689,14485,5326,18374,9091,9559,12792,7592,16907,2608,19146,14613,12534,11349,13505,6375,5164,11332,6473,13187,7653,8109,14416,8483,14829,14753,16012,13136,9556,6105,16497,10467,7470,13830,15517.276315425901
Административная,609,КОЛЬЦЕВАЯ,9718,17803,18846,19074,6656,5035,12341,2812,1569,4317,10916,6361,14033,18946,17521,6415,11704,5880,16557,3207,6959,11233,18253,8500,11855,17080,4373,11261,11995,4415,15721,5568,12884,19382,6365,1789,9850,12703,17269,17205,16454,13979,14201,5147,8982,5066,17371,3641,14273,9289,4477,18171,17035,19437,18499,7652,9567,14259,14848,14030,18804,8042,4850,14482,12525,18826,11500,14086,17122,17057,19633,19917,12896,18576,17927,17785,7212,13579,12807,5974,14292,18245,8561,3185,18650,12535,6057,19168,5179,3315,4508,3524.891955086665
Бульвар Дмитрия Донского,17,СЕРПУХОВ-ТИМИРЯЗ,10032,11934,15442,12586,9313,15758,11259,8233,7804,12306,12707,17083,4652,11909,15274,7005,16999,5966,4086,13319,8066,12321,19840,18697,4610,15372,10973,4446,17777,2475,16718,12321,11217,12388,11877,7021,19653,7319,7346,5372,11645,18051,4722,19613,14332,2003,15330,14683,12783,12203,12969,5203,18623,8579,8085,14878,14690,17975,17359,6337,1238,11489,15956,13884,13640,7680,9190,7477,8982,2074,3673,3756,10963,15465,11894,2402,1907,8496,11012,13087,11685,14674,14350,11159,13925,10208,12943,3943,9225,15592,18043,4313.933718951586
Парк Победы,12,АРБАТСК-ПОКРОВСК,10479,14529,8865,15514,9622,15094,17178,1797,3546,17314,17923,9058,16253,5377,7152,15852,17662,18072,18975,2929,12909,11829,14838,14158,13503,5813,1890,16547,4482,4763,8571,3090,17544,19550,13178,5137,17526,12614,18018,19785,8061,4704,12853,6323,4115,1990,7039,3235,18888,13065,7706,1467,11783,5334,3164,5929,4609,19203,3597,14077,12083,1631,18648,15919,4760,2181,7858,2399,7786,6193,14032,4156,4094,8041,7395,15148,4927,17258,11946,4954,9641,8927,12558,4248,11662,4906,8623,4768,2041,8663,17088,11853.740372122593
Старокачаловская,1500,БУТОВСКАЯ ЛИНИЯ,5238,7133,12818,15189,9718,7533,16294,15821,6337,10343,10788,19153,17375,4388,1755,4939,4934,5125,16178,17662,14801,3440,5821,10464,10859,11504,12431,13270,2952,18387,10330,4034,14644,4489,11462,5733,18292,2918,8858,8539,19101,2755,5354,19966,9272,9773,7455,18014,8806,9531,5733,18477,8312,3610,15003,16729,1683,18108,18453,6309,3901,6820,11495,6756,11454,7658,5972,9313,12617,4894,3598,11248,7111,14301,1679,8225,5109,17764,11934,15998,17136,17387,15981,18625,2075,8808,10619,3146,18974,8203,2355,11561.694589628314
Улица Скобелевская,1500,БУТОВСКАЯ ЛИНИЯ,16824,14931,8692,5022,8420,11892,5561,2138,17578,19530,3553,13900,9479,19714,15504,18712,12458,15547,16582,2604,13825,15254,11574,4910,11850,18832,5925,13501,15330,1229,1266,18372,14024,16167,15910,17933,5025,4582,6597,6058,15293,15181,18758,18007,11781,3908,1726,15047,15227,15362,10196,6585,1710,14337,18407,9744,8770,7871,16327,16220,1601,2882,1961,17863,13687,15637,15457,12205,13538,16037,9918,6148,4419,7453,16322,17690,6829,6544,4533,3852,1553,18516,14143,2485,16225,5985,7010,7450,13176,5110,15679,6822.844119461025
Бульвар Адмирала Ушакова,1500,БУТОВСКАЯ ЛИНИЯ,5092,5072,18446,11622,16060,9071,8816,18785,12481,16762,1336,16554,6760,14995,16983,13560,12466,9120,2208,1024,16522,14998,6393,13228,10747,7086,16080,15474,15771,16462,1884,4508,17930,19175,13930,12005,1224,11067,15562,2599,7989,19186,11036,11480,14420,5699,14425,16081,15356,7928,4372,1726,12820,17629,2155,17677,11279,17185,15340,16454,11265,2480,15815,5648,14982,7662,4662,11691,5966,11845,5185,14909,7486,9253,8251,18678,11406,17202,11928,13244,4937,11069,4077,3390,10709,15357,8265,6994,13314,13150,2545,16982.092177626393
Улица Горчакова,1500,БУТОВСКАЯ ЛИНИЯ,19524,9546,10814,11785,11227,14337,7628,1989,6759,10899,8957,18948,6666,11316,7664,10303,13075,3189,15803,18260,13421,1235,13788,8844,18037,7684,19027,16506,7309,13265,11088,14397,14155,10184,7832,17571,5927,17668,17674,7434,17666,4589,9750,9603,19396,19010,11522,12890,13256,10970,2600,8551,17612,12397,10814,19977,13259,15523,14613,4491,6602,9718,11107,11407,11899,14071,4366,10486,6383,11269,14717,5795,5083,3531,10302,13218,2280,12063,16509,4070,14223,16968,3500,13283,15627,9423,6165,6654,2629,2348,14619,13434.946168111477
Бунинская аллея,1500,БУТОВСКАЯ ЛИНИЯ,10379,4581,13388,15821,4247,7451,17456,14156,12158,17864,13419,9041,16497,1771,18407,18497,15350,14919,19420,6282,2147,19036,3767,13631,6341,1706,10840,6229,1349,19318,12419,11834,18768,3263,2521,5939,5554,16877,5795,4230,9682,8347,12083,8091,2016,3196,2370,17068,3177,7158,11843,15197,1097,12299,7118,6103,8602,17417,4551,9135,6588,13757,1718,7608,19939,4311,5108,13915,14789,19195,13944,19568,12909,5707,4719,11782,8605,1091,19215,12382,7856,5306,16312,18220,8211,16941,3426,1030,1910,13990,11469,14777.121837510182
Трубная,18,ЛЮБЛИНСКАЯ,6433,9393,1753,6252,7379,13446,1068,11329,1161,17169,11823,3730,18979,10420,7947,10716,13700,2861,17065,16792,11474,1368,18877,15703,7916,13937,8968,10142,13029,12923,4225,4662,13972,7753,18944,19051,6185,18472,3878,5540,4274,4085,3784,3339,8935,16950,14961,2476,8083,14909,11436,7692,11095,5073,1222,5963,3025,16075,6665,13671,6996,15101,17838,15741,18082,1482,2044,3602,16144,13820,16443,13253,1470,9062,15857,14717,11230,2715,14611,2834,9141,17289,19193,7262,3570,11578,10984,1567,12012,13270,5011,3032.095440500083
Кунцевская,12,АРБАТСК-ПОКРОВСК,4363,18368,2615,1433,10926,13571,5744,18467,19162,6068,5620,17257,9769,17475,17154,2458,10946,7654,12381,16162,11529,18090,5246,8268,1639,7631,16945,2669,2475,15756,1852,17390,11888,11880,13129,6954,12522,7237,2910,19246,1900,17723,6523,16794,15445,15618,19481,8929,4247,11209,2352,9688,14794,4539,11088,6469,14414,13899,12513,6380,11713,9157,16480,12932,4827,12124,14981,14078,14826,8136,5478,18877,6748,16321,17218,4965,12423,11446,12619,7163,10974,4356,10468,16426,19169,5734,2886,12615,17184,15790,15058,14154.295534697087
Строгино,12,АРБАТСК-ПОКРОВСК,9415,10945,6104,13363,12040,11170,2240,14066,9789,10147,11068,18252,13676,5321,6604,3213,16130,17984,12195,4784,19183,5978,9963,4825,18577,2525,4933,17448,14429,5045,7051,18607,1943,8308,5976,13938,3548,3023,18756,13499,19843,4822,14029,12873,7647,11948,10357,14705,7767,16003,15034,16822,1923,18812,7276,2243,8131,4200,7732,3617,12588,14759,16829,17014,11565,11118,1129,5448,3856,16173,18918,12366,13339,4577,17241,6327,2930,19919,18930,13060,19040,11682,6949,19878,7643,7995,1567,8385,19151,11076,14061,12248.423276673824
Каширская,11,КАХОВСКАЯ,2548,1664,1544,16031,17472,6457,19377,12285,1424,6716,19147,2930,4800,2895,5693,6200,14215,15481,11636,18352,11997,2447,2670,17445,18340,10435,18164,2386,15573,11402,9003,17434,4490,11153,15120,13324,1835,6738,3292,19488,12137,15780,9765,10383,17045,11970,11005,15385,1285,4857,3914,12247,7325,9271,9969,13265,14266,19987,7114,11664,10365,19822,4383,2668,19166,13251,5352,2460,8536,12865,18371,4304,19992,18553,7450,13771,13634,5834,15080,11424,3564,5659,6506,10384,17877,16362,12375,8836,11291,8951,16014,14519.967616727852
Киевская,13,ФИЛЁВСКАЯ,1758,7620,3918,3287,3485,5540,9694,18030,17424,7074,2293,6553,3540,18908,16882,18005,18762,1117,19769,17680,19878,12245,6676,10048,15160,9792,11059,7091,12503,4697,18510,10080,15850,4567,7776,4456,14499,15226,13414,17914,6947,3893,13511,7412,6719,6552,7742,12803,7531,1217,2602,3551,11746,7765,8119,19685,14720,19007,5802,11913,10158,11059,13699,16982,3046,3960,18202,13356,4278,12457,3467,19742,3421,17506,17292,1646,15898,15945,3927,16945,1286,19150,19084,11024,12859,2467,5613,11518,18107,4765,8627,4918.025364565773
Сретенский бульвар,18,ЛЮБЛИНСКАЯ,4901,10299,5735,15873,1700,9296,18661,14622,10354,19145,11062,11920,6178,5208,11337,19986,10589,2813,1026,5474,16344,7609,18303,14424,4519,15716,8092,8313,4185,19301,1744,4709,2594,2297,17461,13013,16481,11539,10014,7564,18313,11417,16423,17588,2845,15087,1407,10602,14519,12480,13918,1157,15272,7049,5542,15707,12531,2535,17277,19016,9389,9416,8743,3298,16919,4958,6950,9100,8575,16526,14317,2703,3715,17081,8266,7292,8294,1439,1856,2923,13399,10644,7570,13936,16527,18135,3938,19361,8778,15374,18290,12307.158030865929
